Date,Close,Open,High,Low
1980/12/10,0.793222862,0.793222862,0.793222862,0.793222862
1980/12/11,0.798409109,0.798409109,0.798409109,0.798409109
1980/12/12,0.797765709,0.797765709,0.797765709,0.797765709
1980/12/13,NAN,NAN,NAN,NAN
1980/12/14,NAN,NAN,NAN,NAN
1980/12/15,0.788799384,0.788799384,0.788799384,0.788799384
1980/12/16,0.796101788,0.796101788,0.796101788,0.796101788
1980/12/17,0.795266301,0.795266301,0.795266301,0.795266301
1980/12/18,0.793248406,0.793248406,0.793248406,0.793248406
1980/12/19,0.792876311,0.792876311,0.792876311,0.792876311
1980/12/20,NAN,NAN,NAN,NAN
1980/12/21,NAN,NAN,NAN,NAN
1980/12/22,0.788512894,0.788512894,0.788512894,0.788512894
1980/12/23,0.783557579,0.783557579,0.783557579,0.783557579
1980/12/24,0.783883406,0.783883406,0.783883406,0.783883406
1980/12/25,NAN,NAN,NAN,NAN
1980/12/26,NAN,NAN,NAN,NAN
1980/12/27,NAN,NAN,NAN,NAN
1980/12/28,NAN,NAN,NAN,NAN
1980/12/29,0.786317469,0.786317469,0.786317469,0.786317469
1980/12/30,0.783483887,0.783483887,0.783483887,0.783483887
1980/12/31,0.784062047,0.784062047,0.784062047,0.784062047
1981/1/1,NAN,NAN,NAN,NAN
1981/1/2,0.786324579,0.786324579,0.786324579,0.786324579
1981/1/3,NAN,NAN,NAN,NAN
1981/1/4,NAN,NAN,NAN,NAN
1981/1/5,0.781830028,0.781830028,0.781830028,0.781830028
1981/1/6,0.777435857,0.777435857,0.777435857,0.777435857
1981/1/7,0.77898559,0.77898559,0.77898559,0.77898559
1981/1/8,0.782937817,0.782937817,0.782937817,0.782937817
1981/1/9,0.784116382,0.784116382,0.784116382,0.784116382
1981/1/10,NAN,NAN,NAN,NAN
1981/1/11,NAN,NAN,NAN,NAN
1981/1/12,0.785397808,0.785397808,0.785397808,0.785397808
1981/1/13,0.790021011,0.790021011,0.790021011,0.790021011
1981/1/14,0.788189476,0.788189476,0.788189476,0.788189476
1981/1/15,0.788793215,0.788793215,0.788793215,0.788793215
1981/1/16,0.790531992,0.790531992,0.790531992,0.790531992
1981/1/17,NAN,NAN,NAN,NAN
1981/1/18,NAN,NAN,NAN,NAN
1981/1/19,0.787439044,0.787439044,0.787439044,0.787439044
1981/1/20,0.788096209,0.788096209,0.788096209,0.788096209
1981/1/21,0.783951053,0.783951053,0.783951053,0.783951053
1981/1/22,0.787922377,0.787922377,0.787922377,0.787922377
1981/1/23,0.791163723,0.791163723,0.791163723,0.791163723
1981/1/24,NAN,NAN,NAN,NAN
1981/1/25,NAN,NAN,NAN,NAN
1981/1/26,0.794003589,0.794003589,0.794003589,0.794003589
1981/1/27,0.794621752,0.794621752,0.794621752,0.794621752
1981/1/28,0.798014882,0.798014882,0.798014882,0.798014882
1981/1/29,0.799545659,0.799545659,0.799545659,0.799545659
1981/1/30,0.803741827,0.803741827,0.803741827,0.803741827
1981/1/31,NAN,NAN,NAN,NAN
1981/2/1,NAN,NAN,NAN,NAN
1981/2/2,0.802890167,0.802890167,0.802890167,0.802890167
1981/2/3,0.809782108,0.809782108,0.809782108,0.809782108
1981/2/4,0.806230702,0.806230702,0.806230702,0.806230702
1981/2/5,0.803826719,0.803826719,0.803826719,0.803826719
1981/2/6,0.807499799,0.807499799,0.807499799,0.807499799
1981/2/7,NAN,NAN,NAN,NAN
1981/2/8,NAN,NAN,NAN,NAN
1981/2/9,0.807219253,0.807219253,0.807219253,0.807219253
1981/2/10,0.807533184,0.807533184,0.807533184,0.807533184
1981/2/11,0.80891085,0.80891085,0.80891085,0.80891085
1981/2/12,0.81229511,0.81229511,0.81229511,0.81229511
1981/2/13,0.816746207,0.816746207,0.816746207,0.816746207
1981/2/14,NAN,NAN,NAN,NAN
1981/2/15,NAN,NAN,NAN,NAN
1981/2/16,0.826528817,0.826528817,0.826528817,0.826528817
1981/2/17,0.818237089,0.818237089,0.818237089,0.818237089
1981/2/18,0.815407772,0.815407772,0.815407772,0.815407772
1981/2/19,0.815593575,0.815593575,0.815593575,0.815593575
1981/2/20,0.806465092,0.806465092,0.806465092,0.806465092
1981/2/21,NAN,NAN,NAN,NAN
1981/2/22,NAN,NAN,NAN,NAN
1981/2/23,0.810905283,0.810905283,0.810905283,0.810905283
1981/2/24,0.810655533,0.810655533,0.810655533,0.810655533
1981/2/25,0.812044002,0.812044002,0.812044002,0.812044002
1981/2/26,0.814577085,0.814577085,0.814577085,0.814577085
1981/2/27,0.817473802,0.817473802,0.817473802,0.817473802
1981/2/28,NAN,NAN,NAN,NAN
1981/3/1,NAN,NAN,NAN,NAN
1981/3/2,0.822517807,0.822517807,0.822517807,0.822517807
1981/3/3,0.823953594,0.823953594,0.823953594,0.823953594
1981/3/4,0.815600967,0.815600967,0.815600967,0.815600967
1981/3/5,0.817802192,0.817802192,0.817802192,0.817802192
1981/3/6,0.820688425,0.820688425,0.820688425,0.820688425
1981/3/7,NAN,NAN,NAN,NAN
1981/3/8,NAN,NAN,NAN,NAN
1981/3/9,0.818572175,0.818572175,0.818572175,0.818572175
1981/3/10,0.81421906,0.81421906,0.81421906,0.81421906
1981/3/11,0.814326096,0.814326096,0.814326096,0.814326096
1981/3/12,0.814677791,0.814677791,0.814677791,0.814677791
1981/3/13,0.81483618,0.81483618,0.81483618,0.81483618
1981/3/14,NAN,NAN,NAN,NAN
1981/3/15,NAN,NAN,NAN,NAN
1981/3/16,0.812182435,0.812182435,0.812182435,0.812182435
1981/3/17,0.80912697,0.80912697,0.80912697,0.80912697
1981/3/18,0.806107561,0.806107561,0.806107561,0.806107561
1981/3/19,0.804686573,0.804686573,0.804686573,0.804686573
1981/3/20,0.808068125,0.808068125,0.808068125,0.808068125
1981/3/21,NAN,NAN,NAN,NAN
1981/3/22,NAN,NAN,NAN,NAN
1981/3/23,0.81091805,0.81091805,0.81091805,0.81091805
1981/3/24,0.810879183,0.810879183,0.810879183,0.810879183
1981/3/25,0.810221652,0.810221652,0.810221652,0.810221652
1981/3/26,0.812579068,0.812579068,0.812579068,0.812579068
1981/3/27,0.817835267,0.817835267,0.817835267,0.817835267
1981/3/28,NAN,NAN,NAN,NAN
1981/3/29,NAN,NAN,NAN,NAN
1981/3/30,0.816893074,0.816893074,0.816893074,0.816893074
1981/3/31,0.813988019,0.813988019,0.813988019,0.813988019
1981/4/1,0.813947677,0.813947677,0.813947677,0.813947677
1981/4/2,0.814491229,0.814491229,0.814491229,0.814491229
1981/4/3,0.819738976,0.819738976,0.819738976,0.819738976
1981/4/4,NAN,NAN,NAN,NAN
1981/4/5,NAN,NAN,NAN,NAN
1981/4/6,0.824218803,0.824218803,0.824218803,0.824218803
1981/4/7,0.823234934,0.823234934,0.823234934,0.823234934
1981/4/8,0.819336214,0.819336214,0.819336214,0.819336214
1981/4/9,0.822192867,0.822192867,0.822192867,0.822192867
1981/4/10,0.823438833,0.823438833,0.823438833,0.823438833
